User-ID,Age,Country,ISBN,Book-Rating,Avg_Rating,Total_No_Of_Users_Rated,Book-Title,Book-Author,Year-Of-Publication,Publisher,Score
159033,46.0,usa,0446605239,9,7.689320388349515,206,The Notebook,Nicholas Sparks,1998,Warner Books,7.674477172030853
151643,36.0,usa,0446679593,7,7.7125,80,Suzanne's Diary for Nicholas,James Patterson,2002,Warner Books,7.674366919780072
69933,36.0,usa,0425154092,9,7.704081632653061,98,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,7.673511336100804
34300,35.0,canada,0380731851,4,7.701923076923077,104,Mystic River,Dennis Lehane,2002,HarperTorch,7.6732668836210145
99249,63.0,usa,0312995423,10,7.7032967032967035,91,Digital Fortress : A Thriller,Dan Brown,2003,St. Martin's Press,7.671669912569873
11676,28.0,nan,0451184963,9,7.703703703703703,81,Insomnia,Stephen King,1995,Signet Book,7.66971611343676
212719,32.0,other,0446611212,8,7.695652173913044,92,Violets Are Blue,James Patterson,2002,Warner Vision,7.667364336207246
21484,21.0,usa,0684801523,6,7.688679245283019,106,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,7.6653460967548845
194205,42.0,canada,0425175405,8,7.693181818181818,88,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group,7.665189713475858
80642,43.0,usa,0446604666,6,7.698630136986301,73,Sick Puppy,Carl Hiaasen,2001,Warner Vision,7.665028003272484
257591,39.0,usa,0553582755,6,7.6875,96,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,7.663180227802064
184493,36.0,usa,0060977493,8,7.680412371134021,97,The God of Small Things,Arundhati Roy,1998,Perennial,7.659061095952362
249628,51.0,usa,0375705856,10,7.686567164179104,67,Plainsong (Vintage Contemporaries),KENT HARUF,2000,Vintage,7.657319362200994
273483,37.0,usa,0446611085,8,7.666666666666667,69,Suzanne's Diary for Nicholas,James Patterson,2003,Warner Books,7.647434860513762
22045,36.0,usa,0671004530,8,7.654761904761905,84,On the Street Where You Live,Mary Higgins Clark,2002,Pocket,7.64262727329953
36357,36.0,usa,0375726403,8,7.6482758620689655,145,Empire Falls,Richard Russo,2002,Vintage Books USA,7.641669073915455
240495,46.0,usa,0553277472,7,7.653333333333333,75,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,Bantam,7.641070765815327
52217,36.0,usa,0786817070,9,7.648648648648648,74,"Artemis Fowl (Artemis Fowl, Book 1)",Eoin Colfer,2002,Miramax Kids,7.638469829335728
189973,36.0,usa,0553279912,7,7.637254901960785,102,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam,7.633185761736929
105054,29.0,canada,0451167317,7,7.632352941176471,68,The Dark Half,Stephen King,1994,Signet Book,7.629612397335836
167812,38.0,usa,038572179X,7,7.630769230769231,65,Atonement : A Novel,IAN MCEWAN,2003,Anchor,7.628750670142095
277042,36.0,usa,0609804138,9,7.628865979381444,97,The Sweet Potato Queens' Book of Love,JILL CONNER BROWNE,1999,Three Rivers Press,7.628005195331244
76223,25.0,portugal,0312305060,8,7.627906976744186,129,The Hours: A Novel,Michael Cunningham,2002,Picador,7.6275069246027485
137589,35.0,usa,0440225701,7,7.62406015037594,133,The Street Lawyer,JOHN GRISHAM,1999,Dell,7.624917951514367
214138,79.0,usa,0440241537,6,7.619565217391305,92,The King of Torts,JOHN GRISHAM,2003,Dell,7.6224925413354505
48046,36.0,usa,0441569595,3,7.6103896103896105,77,Neuromancer (Remembering Tomorrow),William Gibson,1995,Ace Books,7.617793166300215
163539,59.0,usa,0440235162,7,7.606060606060606,66,The Smoke Jumper,Nicholas Evans,2002,Dell Publishing Company,7.61622181883331
42408,20.0,usa,0451203771,7,7.6,65,Scarlet Feather,Maeve Binchy,2002,Signet Book,7.613246794173103
254224,36.0,usa,0345378482,8,7.6,70,The Andromeda Strain,MICHAEL CRICHTON,1992,Ballantine Books,7.612752510808434
139387,30.0,canada,0671024248,7,7.6,75,Hearts In Atlantis,Stephen King,2000,Pocket,7.612293787398059
270211,33.0,usa,0671027387,8,7.602150537634409,93,Deception Point,Dan Brown,2002,Pocket,7.612158193938409
234808,40.0,canada,0060958022,8,7.597014925373134,67,Five Quarters of the Orange,Joanne Harris,2002,Perennial,7.611517835483436
44897,20.0,canada,0316969443,7,7.594936708860759,79,Suzanne's Diary for Nicholas,James Patterson,2001,"Little, Brown",7.609152702435875
170143,37.0,canada,0671014196,8,7.584615384615384,65,The Summerhouse,Jude Deveraux,2002,Pocket,7.605494856188606
144516,41.0,usa,0060976845,5,7.596774193548387,186,Little Altars Everywhere: A Novel,Rebecca Wells,1996,Perennial,7.604435345793322
153418,36.0,usa,038550120X,9,7.580246913580247,81,A Painted House,JOHN GRISHAM,2001,Doubleday,7.600750596195381
223431,36.0,usa,0440235596,9,7.578947368421052,95,Tara Road,Maeve Binchy,2000,Dell Publishing Company,7.598168782693901
20120,51.0,usa,0440214041,10,7.586206896551724,174,The Pelican Brief,John Grisham,1993,Dell,7.597095951463572
259852,29.0,usa,0061015725,9,7.571428571428571,77,Prey,Michael Crichton,2003,Avon Books,7.596516570555534
68555,36.0,usa,0553260111,8,7.5675675675675675,74,The Bourne Identity,Robert Ludlum,1984,Bantam Books,7.5949915684661615
138543,21.0,usa,0743237188,8,7.574803149606299,127,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone,7.592192860986022
61619,36.0,usa,0449907481,9,7.527027027027027,74,A Thousand Acres (Ballantine Reader's Circle),JANE SMILEY,1992,Ballantine Books,7.57325243803138
244627,32.0,usa,0440226430,10,7.55607476635514,214,Summer Sisters,Judy Blume,1999,Dell Publishing Company,7.572333944058742
185288,33.0,canada,0140298479,9,7.539823008849558,113,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,7.571236364114861
140662,30.0,usa,0141000198,1,7.5256410256410255,78,Bridget Jones's Diary,Helen Fielding,2001,Penguin Putnam,7.571188989072749
36169,36.0,japan,0312243022,10,7.52054794520548,73,The Hours : A Novel,Michael Cunningham,2000,Picador,7.570137492323579
20060,48.0,usa,0743436210,3,7.514285714285714,70,Hearts in Atlantis,Stephen King,2001,Pocket,7.56797639140545
179906,36.0,usa,0767905180,8,7.525252525252525,99,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books,7.565084886186075
19711,36.0,usa,031242227X,7,7.5131578947368425,76,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA,7.565063117488073
271705,25.0,usa,0312278586,8,7.54424778761062,226,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,7.562444263614932
219921,36.0,usa,0446607657,8,7.510204081632653,98,When the Wind Blows,James Patterson,1999,Warner Vision,7.5562273854835205
31909,36.0,usa,0786881852,6,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,7.55554168566055
160819,43.0,usa,0345439104,10,7.505263157894737,95,Drowning Ruth (Oprah's Book Club),CHRISTINA SCHWARZ,2001,Ballantine Books,7.554143625461196
145641,36.0,usa,0671003755,8,7.531400966183575,207,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,7.553907145565794
220331,32.0,other,0385498802,8,7.5,90,Bee Season: A Novel,Myla Goldberg,2001,Anchor Books/Doubleday,7.552654782132015
240643,36.0,usa,0345438329,8,7.5,92,Big Stone Gap: A Novel (Ballantine Reader's Circle),Adriana Trigiani,2001,Ballantine Books,7.55197972082263
97754,46.0,usa,0440226104,7,7.5,98,Black and Blue,ANNA QUINDLEN,1999,Dell,7.550054545977348
138139,27.0,usa,0679751521,8,7.46875,64,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,7.54772528475258
114544,35.0,usa,0061097101,5,7.481927710843373,83,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch,7.544958071077076
8454,36.0,usa,0316569321,6,7.5,120,White Oleander : A Novel,Janet Fitch,1999,"Little, Brown",7.544069763306142
137594,53.0,usa,0804111359,4,7.462686567164179,67,Secret History,DONNA TARTT,1993,Ballantine Books,7.542815545407101
68184,29.0,israel,044651652X,7,7.506578947368421,152,The Bridges of Madison County,Robert James Waller,1992,Warner Books,7.54217053911264
144339,32.0,usa,0452283205,6,7.455882352941177,68,Falling Angels,Tracy Chevalier,2002,Plume Books,7.538703306426745
227488,33.0,canada,0446611867,8,7.486238532110092,109,A Bend in the Road,Nicholas Sparks,2002,Warner Books,7.538201366753354
39467,35.0,spain,0440236673,9,7.5,150,The Brethren,John Grisham,2000,Island,7.537891759104347
143037,54.0,usa,038079487X,7,7.479591836734694,98,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998,Perennial,7.537708866965001
60797,24.0,united kingdom,0330332775,6,7.458333333333333,72,Bridget Jones's Diary,Helen Fielding,1997,Picador (UK),7.537564973884781
219887,50.0,usa,0671038184,10,7.463414634146342,82,Jewel,Bret Lott,1999,Washington Square Press,7.5349920304680165
234828,36.0,usa,0345402871,8,7.455696202531645,79,Airframe,Michael Crichton,1997,Ballantine Books,7.532229625512798
48464,36.0,usa,0316969680,8,7.448717948717949,78,The Beach House,James Patterson,2002,"Little, Brown",7.528935467945988
275677,27.0,canada,0060987529,8,7.4646464646464645,99,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000,Regan Books,7.528275070235155
276078,32.0,other,0316601950,10,7.5036764705882355,272,The Pilot's Wife : A Novel,Anita Shreve,1999,Back Bay Books,7.527109632286697
241093,14.0,usa,0446608815,8,7.416666666666667,72,Pop Goes the Weasel,James Patterson,2000,Warner Vision,7.51550615035537
258160,23.0,usa,0679745203,5,7.433333333333334,90,The English Patient,Michael Ondaatje,1996,Vintage Books USA,7.513693743170975
144899,36.0,usa,0385505833,5,7.441666666666666,120,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,7.506026285045273
26084,21.0,usa,0440222656,5,7.45,140,The Horse Whisperer,Nicholas Evans,1996,Dell,7.505435472785933
198557,24.0,usa,0385508042,9,7.415730337078652,89,The King of Torts,John Grisham,2003,Doubleday Books,7.503979323191702
136382,33.0,canada,0446610399,6,7.415730337078652,89,The Rescue,Nicholas Sparks,2001,Warner Books,7.503979323191702
63394,22.0,usa,0345351525,10,7.42,100,The Queen of the Damned (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,7.500663636880063
194568,19.0,usa,0345353145,7,7.4411764705882355,136,Sphere,MICHAEL CRICHTON,1988,Ballantine Books,7.5005441822416525
9354,30.0,usa,0446606812,10,7.435114503816794,131,Message in a Bottle,Nicholas Sparks,1999,Warner Vision,7.497994033068361
1040,36.0,usa,0743225406,5,7.3768115942028984,69,The Shipping News : A Novel,Annie Proulx,2001,Scribner,7.497058920664138
62151,45.0,canada,044022165X,7,7.434782608695652,138,The Rainmaker,JOHN GRISHAM,1996,Dell,7.49558829924916
56198,41.0,usa,0451176464,8,7.367647058823529,68,Gerald's Game,Stephen King,2001,Signet Book,7.4932487609721985
85389,36.0,usa,0440220602,7,7.431506849315069,146,The Chamber,John Grisham,1995,Dell Publishing Company,7.490994459277764
26374,40.0,usa,0425162443,8,7.3561643835616435,73,The Rapture of Canaan,Sheri Reynolds,1997,Berkley Publishing Group,7.482546251447666
138578,38.0,usa,0385265700,8,7.4,115,The Book of Ruth (Oprah's Book Club (Paperback)),Jane Hamilton,1990,Anchor,7.48105495222531
39284,36.0,usa,0345391055,6,7.358974358974359,78,Disclosure,Michael Crichton,1994,Ballantine Books,7.479639693298101
110029,27.0,united kingdom,0449003787,10,7.333333333333333,66,"\O\"" Is for Outlaw""",SUE GRAFTON,2001,Ballantine Books,7.477760280371772
78834,28.0,usa,0375703055,7,7.342465753424658,73,Ellen Foster,Kaye Gibbons,1997,Vintage Books,7.475246981374674
101305,29.0,usa,006101351X,7,7.38135593220339,118,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1998,HarperTorch,7.467630969496321
274618,10.0,usa,0064407667,10,7.371681415929204,113,"The Bad Beginning (A Series of Unfortunate Events, Book 1)",Lemony Snicket,1999,HarperCollins,7.463891731346499
259320,41.0,usa,0345380371,8,7.329545454545454,88,Rising Sun,MICHAEL CRICHTON,1992,Ballantine Books,7.454663397686383
218615,36.0,usa,0425180638,8,7.309523809523809,84,The Last Precinct,Patricia Cornwell,2001,Berkley Publishing Group,7.446681327353582
225378,32.0,other,0679746048,10,7.338983050847458,118,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,7.440158442023793
173190,36.0,usa,0767900383,10,7.256756756756757,74,Under the Tuscan Sun,Frances Mayes,1997,Broadway,7.4283249017994954
50899,36.0,usa,0449003795,8,7.2592592592592595,81,P Is for Peril,Sue Grafton,2002,Ballantine Books,7.421440251367795
181877,36.0,usa,074343627X,5,7.276595744680851,94,Dreamcatcher,Stephen King,2001,Pocket,7.418410357267913
73548,36.0,usa,044651862X,5,7.222222222222222,72,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books,7.412564973884782
21737,41.0,usa,0385503822,9,7.280373831775701,107,The Summons,John Grisham,2002,Doubleday Books,7.409993195604271
51086,36.0,usa,0425167313,8,7.211267605633803,71,Here on Earth,Alice Hoffman,1998,Berkley Publishing Group,7.408213603320966
223477,42.0,taiwan,0802130208,9,7.202898550724638,69,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987,Grove Press,7.406833356754364
231827,32.0,usa,0345378490,7,7.255102040816326,98,Congo,Michael Crichton,1995,Ballantine Books,7.401906397829199
25409,31.0,usa,0786885688,10,7.185714285714286,70,Shopgirl,Steve Martin,2001,Hyperion,7.396334600360674
6018,38.0,usa,0142000205,5,7.27906976744186,129,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,7.39434630284109
173679,27.0,germany,0375727345,8,7.327510917030568,229,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,7.392862923031844
68555,36.0,usa,044023722X,4,7.338078291814947,281,A Painted House,John Grisham,2001,Dell Publishing Company,7.391619815792263
161348,17.0,usa,034540288X,6,7.22680412371134,97,The Lost World,Michael Crichton,1996,Ballantine Books,7.385769170486524
100902,36.0,usa,0312291639,10,7.293413173652695,167,The Nanny Diaries: A Novel,Emma McLaughlin,2003,St. Martin's Griffin,7.385752538737361
81136,41.0,usa,0451156609,7,7.16,75,The Tommyknockers,Stephen King,1994,Signet Book,7.3748837154556135
123094,45.0,usa,034538475X,8,7.188888888888889,90,The Tale of the Body Thief (Vampire Chronicles (Paperback)),Anne Rice,1993,Ballantine Books,7.370836600313833
46398,37.0,usa,0312421273,7,7.138888888888889,72,The Corrections: A Novel,Jonathan Franzen,2002,Picador USA,7.368447326825958
151104,36.0,usa,0440241073,8,7.285,200,The Summons,John Grisham,2002,Dell Publishing Company,7.36783650169822
147021,47.0,usa,0345446860,8,7.117647058823529,68,Back When We Were Grownups : A Novel (Ballantine Reader's Circle),ANNE TYLER,2002,Ballantine Books,7.3644608821843205
188057,24.0,malaysia,0684848783,8,7.142857142857143,77,Tis : A Memoir,Frank McCourt,1999,Scribner,7.362474017364045
68984,26.0,usa,0399144463,1,7.155555555555556,90,Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life,Spencer Johnson,1998,Putnam Pub Group (Paper),7.351356080833314
94931,28.0,usa,0440224675,2,7.158415841584159,101,Hannibal,Thomas Harris,2000,Dell Publishing Company,7.340053554232305
98801,40.0,usa,0375707972,8,7.206896551724138,145,The Reader,Bernhard Schlink,1999,Vintage Books USA,7.335448978221676
31551,36.0,usa,0375725784,8,7.180555555555555,144,A Heartbreaking Work of Staggering Genius,Dave Eggers,2001,Vintage Books USA,7.317830944463126
56856,23.0,usa,0671042858,7,7.063157894736842,95,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket,7.2899926820649705
133744,33.0,usa,067088300X,6,6.95945945945946,74,The Girls' Guide to Hunting and Fishing,Melissa Bank,1999,Viking Books,7.268904611944423
254299,55.0,usa,0452282829,7,7.057553956834532,139,We Were the Mulvaneys,Joyce Carol Oates,1996,Plume,7.236989342110002
174326,38.0,canada,0385720106,7,7.0,111,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,7.229193351133315
116758,38.0,usa,0316899984,7,6.8307692307692305,65,"River, Cross My Heart",Breena Clarke,1999,Little Brown &amp; Company,7.225649894948297
117862,36.0,usa,0345443284,8,7.021739130434782,138,While I Was Gone,Sue Miller,1999,Ballantine Books,7.213410081427378
49324,36.0,usa,0312983271,6,6.920353982300885,113,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,7.175756138126159
173311,36.0,usa,0316781266,8,6.7926829268292686,82,The Last Time They Met : A Novel,Anita Shreve,2002,Back Bay Books,7.158279701700893
82391,41.0,usa,042516098X,8,6.640625,64,Hornet's Nest,Patricia Daniels Cornwell,1998,Berkley Publishing Group,7.13366278475258
150704,24.0,other,0140293248,9,6.909090909090909,165,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,7.109645574010177
82657,62.0,usa,0385511612,4,6.648648648648648,74,Bleachers,John Grisham,2003,Doubleday,7.102237945277756
208667,40.0,usa,0380730138,10,6.685393258426966,89,Vinegar Hill (Oprah's Book Club (Paperback)),A. Manette Ansay,1998,Perennial,7.079142721884512
101196,36.0,usa,0140244824,8,6.53030303030303,66,Songs in Ordinary Time (Oprah's Book Club (Paperback)),Mary McGarry Morris,1996,Penguin Books,7.070067972679464
117251,36.0,usa,1573229326,10,6.673076923076923,104,How to Be Good,Nick Hornby,2002,Riverhead Books,7.036362121716252
19570,63.0,usa,0425182908,3,5.338028169014085,71,Isle of Dogs,Patricia Cornwell,2002,Berkley Publishing Group,6.423028418135781
24664,27.0,portugal,0971880107,8,4.3907056798623065,581,Wild Animus,Rich Shapero,2004,Too Far,4.711796645656326
